age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
42,3,13,2,2,0,2,1,0,0,60,38
25,5,10,2,10,0,4,1,0,0,40,38
22,2,13,4,0,3,4,1,0,0,20,38
32,2,13,4,9,1,4,1,0,0,40,38
51,3,9,0,10,1,4,1,0,0,81,38
52,2,9,4,2,3,4,1,0,0,55,38
37,4,14,2,3,0,4,1,0,0,50,38
45,1,9,2,10,0,4,1,0,0,78,38
26,2,13,4,9,1,1,0,0,0,40,29
27,2,11,2,0,5,4,0,0,0,35,38
62,1,9,6,7,1,4,0,0,0,18,38
36,2,12,2,9,5,4,0,0,0,30,38
17,2,7,4,7,3,4,1,0,0,5,38
64,2,10,6,0,1,4,0,0,0,40,4
32,2,9,1,7,2,4,0,0,0,10,38
22,2,9,4,0,3,4,1,0,0,40,38
23,2,8,4,6,2,4,1,0,0,30,25
22,2,13,4,4,1,4,1,0,0,20,38
47,2,13,2,9,0,4,1,0,0,40,38
26,2,9,4,2,3,4,1,0,0,40,38
43,2,5,5,5,4,2,0,0,0,50,38
26,2,12,4,9,1,4,0,0,0,40,38
54,2,3,2,13,0,4,1,0,0,40,38
50,3,9,2,4,0,4,1,0,0,50,38
61,5,9,6,0,4,0,0,0,0,40,38
34,2,9,4,9,1,4,0,0,0,30,38
51,1,14,2,9,0,4,1,15024,0,40,38
44,2,13,2,3,0,4,1,0,0,40,38
69,2,13,0,5,1,4,1,0,0,40,38
32,2,9,4,6,3,2,0,0,1602,20,38
42,2,9,2,0,5,4,0,0,0,53,38
52,0,10,2,3,5,1,0,0,0,40,38
26,2,10,2,6,0,2,1,0,0,40,38
28,2,11,4,12,1,2,0,0,0,40,38
58,1,14,4,9,1,4,1,0,0,35,38
44,2,4,2,13,0,4,1,0,0,80,38
39,2,9,4,6,4,4,1,0,0,40,38
56,4,14,2,3,0,4,1,0,0,25,38
58,1,10,2,0,5,2,0,0,0,55,38
38,5,10,5,3,3,4,1,0,0,40,38
27,5,10,2,13,0,4,1,3411,0,40,38
20,2,9,4,11,1,4,0,0,0,35,38
66,5,15,2,3,0,2,1,20051,0,55,38
31,2,10,4,3,1,2,0,0,0,40,38
39,4,13,2,11,0,4,1,0,0,60,38
23,2,9,0,8,4,4,0,0,0,40,38
42,2,9,2,13,0,4,1,0,0,50,38
17,2,6,4,7,3,2,0,0,0,12,38
55,5,9,2,12,5,4,0,0,1887,40,38
33,2,9,2,6,0,4,1,99999,0,56,38
48,0,9,2,0,0,4,1,0,0,40,38
31,2,9,4,2,1,4,1,0,0,45,38
25,2,13,4,12,1,4,1,0,0,40,38
30,0,9,5,0,2,2,1,0,0,35,38
23,2,10,4,11,3,2,0,0,0,20,38
41,4,10,2,3,0,4,1,0,0,40,38
23,2,10,4,7,3,4,0,0,0,37,38
67,2,7,6,0,4,4,0,0,0,20,38
40,2,12,5,12,4,4,0,1471,0,32,38
32,2,10,2,6,0,4,1,0,0,84,38
32,1,9,2,2,0,4,1,0,0,40,38
32,2,9,2,2,0,4,1,0,0,40,38
45,2,9,2,9,5,4,0,0,0,14,38
28,2,9,0,13,1,4,1,0,0,50,38
55,4,13,2,3,0,4,1,0,0,40,38
37,2,11,2,2,0,4,1,0,0,40,38
42,2,10,2,12,0,4,1,0,0,40,38
47,2,9,0,7,1,1,0,0,0,40,38
21,2,10,4,9,3,0,0,0,0,4,38
22,2,6,4,2,3,4,1,0,0,40,38
25,2,6,5,7,3,4,0,0,0,25,38
21,2,10,4,0,3,1,1,0,0,20,38
25,2,10,4,12,3,4,1,0,0,40,38
44,1,10,4,7,4,2,0,0,0,40,38
42,2,13,2,0,0,1,1,0,0,40,38
29,2,13,4,11,3,4,0,0,0,40,38
56,2,13,4,9,1,4,0,0,0,45,25
48,2,7,2,6,0,4,1,0,0,40,38
59,2,6,6,7,2,1,0,0,0,40,29
18,2,7,4,11,3,4,0,0,0,25,38
32,2,13,4,3,1,4,0,0,0,40,38
28,5,14,2,3,0,2,1,0,0,40,22
61,4,15,2,9,0,4,1,0,0,50,38
63,4,9,2,4,0,4,1,0,0,45,38
30,2,10,0,0,4,2,0,0,0,40,38
30,2,13,2,9,0,4,1,0,1902,55,38
51,5,11,0,12,1,4,1,0,2444,39,38
37,2,6,2,2,0,4,1,0,0,48,38
27,2,13,4,0,4,4,0,0,0,35,38
31,2,14,2,9,0,4,1,5178,0,40,38
40,2,9,4,6,1,4,0,0,0,40,38
41,4,10,2,11,0,4,1,0,0,60,25
27,2,11,2,11,0,4,1,0,0,35,38
35,2,9,2,9,5,4,0,3942,0,35,38
39,1,13,6,9,4,1,0,0,0,10,23
26,1,13,4,10,3,4,1,0,0,40,38
49,1,14,2,0,0,4,1,0,0,40,38
54,2,16,2,9,0,4,1,0,1977,50,38
38,2,9,2,3,0,4,1,0,0,40,38
37,1,9,2,7,5,4,0,0,0,25,38
56,2,9,2,11,0,4,1,0,0,55,38
42,2,2,2,6,0,4,1,0,0,40,21
48,2,9,0,2,4,4,1,0,0,40,38
19,2,10,4,0,3,4,1,0,0,18,38
68,2,16,0,9,1,4,0,0,0,40,4
22,2,10,4,5,3,4,1,0,0,20,38
38,2,9,0,13,1,4,1,0,0,40,38
26,0,10,0,0,3,4,1,0,0,24,38
42,3,10,4,11,1,4,1,0,0,60,38
60,2,9,2,2,0,4,1,0,0,40,38
58,5,4,2,13,0,4,1,0,0,40,38
32,2,9,2,2,0,4,1,0,0,40,38
17,1,7,4,0,3,4,0,0,0,15,38
17,2,7,4,11,3,2,0,0,0,30,38
44,2,14,2,9,0,4,1,0,1887,60,38
35,2,13,4,3,1,4,1,8614,0,45,38
51,5,10,2,11,0,4,1,0,1887,40,38
36,2,6,2,2,0,4,1,0,0,70,25
42,2,12,2,2,0,4,1,0,0,50,38
67,2,9,0,13,1,4,1,0,0,60,38
48,5,16,0,9,3,4,1,0,0,50,38
48,2,8,5,0,3,2,0,0,0,40,38
53,1,13,2,9,5,4,0,0,0,50,38
28,1,12,6,9,4,4,1,0,0,40,38
31,2,13,4,9,1,4,1,0,0,50,38
61,3,9,2,3,0,4,1,0,0,20,38
24,2,13,4,9,1,2,1,0,0,40,38
35,2,9,4,0,3,4,0,6849,0,40,38
45,2,7,0,0,4,4,0,0,0,16,38
58,2,9,0,6,1,2,0,0,0,40,38
29,2,10,4,0,1,4,0,0,0,40,38
32,2,10,4,3,3,4,1,0,0,40,38
25,2,13,4,3,3,2,1,0,0,50,38
40,2,6,0,2,1,4,1,0,0,50,38
61,2,6,2,6,0,4,1,0,0,40,38
51,2,13,0,3,1,4,1,0,2559,50,38
55,4,15,6,9,1,4,1,0,0,55,38
32,2,10,2,2,0,4,1,0,0,40,38
44,4,9,2,2,0,4,1,3137,0,50,38
50,2,9,2,3,0,4,1,0,0,50,38
41,1,13,2,9,0,4,1,0,0,35,38
28,2,7,4,5,2,4,1,0,0,40,38
30,2,9,4,12,1,4,0,0,0,40,38
44,4,9,2,4,0,4,1,0,0,50,38
36,5,13,2,9,5,4,0,0,1672,38,38
43,2,7,2,5,0,4,1,0,0,40,38
47,1,13,0,9,1,4,1,0,0,50,38
37,2,9,0,0,4,4,0,0,0,40,38
20,2,9,4,6,2,4,0,0,0,40,38
47,2,13,2,9,0,4,1,0,0,50,38
45,2,11,0,0,1,4,0,0,0,40,38
30,2,7,2,2,0,4,1,0,0,40,38
29,5,11,4,12,1,4,0,0,1590,64,38
42,4,9,2,4,0,4,1,0,0,15,38
20,2,9,4,11,1,4,0,0,0,35,38
45,0,10,4,0,3,4,1,0,0,40,38
20,2,7,4,13,2,4,1,0,0,40,12
25,2,12,4,7,3,4,1,0,0,43,38
28,2,11,4,7,1,4,0,2463,0,35,38
30,2,9,4,7,1,4,1,0,0,30,38
23,2,4,4,6,3,2,0,0,0,40,5
59,2,7,2,11,0,4,1,0,0,60,38
33,2,9,2,3,0,4,1,0,0,50,38
23,2,9,4,2,2,4,1,0,0,40,38
31,5,10,2,6,0,4,1,0,0,40,38
41,5,16,2,9,0,4,1,0,0,40,38
23,2,13,4,0,3,4,0,0,0,40,38
28,2,9,2,13,0,4,1,0,0,60,38
50,3,13,2,3,0,1,1,7688,0,50,23
35,2,9,4,4,1,3,1,0,0,40,32
30,2,11,2,6,0,4,1,0,0,40,38
52,2,9,2,5,0,4,1,0,0,40,38
36,2,14,2,3,0,1,1,0,0,40,35
58,2,14,2,3,0,4,1,15024,0,40,11
37,4,13,2,9,0,4,1,0,0,40,38
52,1,12,2,10,0,4,1,0,0,40,38
45,4,9,2,2,0,4,1,0,0,40,8
60,0,9,0,3,1,4,1,10520,0,40,38
39,0,10,0,0,1,4,1,0,0,40,38
55,2,9,4,0,1,4,0,0,0,45,38
32,3,10,2,13,0,2,1,0,0,35,13
28,4,7,4,11,3,4,1,0,0,40,38
48,2,13,5,0,4,1,0,0,0,40,29
44,2,10,0,0,4,4,0,0,0,40,38
23,2,9,4,8,3,4,1,0,0,40,38
44,2,9,2,13,0,4,1,0,0,40,6
50,2,9,2,2,0,4,1,15024,0,50,38
64,0,12,2,3,0,4,1,9386,0,45,38
29,2,10,0,9,3,4,0,0,0,36,38
17,2,7,4,0,3,4,1,0,0,40,38
20,2,10,4,11,1,4,1,0,0,35,38
28,2,13,4,0,3,4,1,0,0,40,38
54,2,9,2,13,0,4,1,0,1887,65,38
29,2,9,5,7,4,2,0,0,0,30,38
22,2,9,4,2,1,4,1,0,0,40,38
33,2,1,2,4,0,4,1,0,0,40,25
44,3,15,2,9,0,4,1,0,0,50,38
47,2,11,2,2,0,4,1,0,0,40,38
17,2,5,2,7,0,4,1,0,0,40,38
32,2,13,2,9,0,4,1,0,0,50,38
34,2,11,2,3,0,4,1,0,0,40,38
33,2,9,2,11,5,4,0,0,0,20,38
37,2,10,2,2,0,4,1,0,0,40,38
52,2,10,2,3,0,4,1,0,1977,50,38
45,2,10,2,6,0,4,1,0,0,84,38
57,2,9,5,11,1,0,0,0,0,35,38
42,2,9,2,5,0,2,1,0,0,40,38
35,3,9,4,13,1,4,1,0,0,60,38
48,4,10,0,5,3,4,0,0,0,40,38
19,2,9,4,6,3,2,0,0,0,40,38
28,2,9,2,2,0,4,1,0,0,40,38
31,2,13,4,9,3,4,1,0,0,25,38
26,2,13,2,0,5,4,0,0,0,40,38
46,2,9,2,2,0,4,1,0,0,40,38
33,2,9,2,2,0,3,1,0,0,40,38
45,2,14,2,7,0,4,1,0,0,40,38
24,2,9,4,3,1,4,1,0,0,38,38
60,5,11,6,7,1,2,0,0,0,37,38
24,2,9,4,11,1,4,1,0,0,30,38
22,2,10,4,5,3,4,1,0,0,35,38
42,2,9,0,3,1,4,0,0,0,40,8
26,2,13,4,9,1,4,1,0,0,40,38
31,2,9,2,0,0,4,1,0,0,40,38
25,2,9,5,10,3,2,1,0,0,40,38
32,2,13,2,11,0,4,1,0,0,40,38
43,1,14,2,3,5,0,0,0,0,50,38
51,3,9,2,3,0,4,1,0,0,70,38
27,2,6,4,0,3,4,1,0,0,60,38
35,3,10,2,11,0,4,1,0,0,60,38
27,2,13,2,3,5,2,0,0,0,45,38
47,2,9,2,13,0,4,1,0,0,40,38
49,2,13,2,3,0,4,1,0,0,40,38
24,2,9,4,6,3,4,1,0,0,40,38
29,2,9,2,6,0,4,1,0,0,40,38
38,5,13,2,10,0,2,1,0,0,52,38
40,0,10,4,0,4,4,0,0,0,40,38
55,1,13,2,9,5,4,0,0,0,60,38
37,2,10,2,11,5,4,0,0,0,40,38
20,2,9,4,11,3,2,0,0,0,20,38
23,2,10,4,6,1,4,1,0,0,40,38
46,2,13,2,3,0,4,1,0,0,60,38
24,2,13,4,11,3,4,0,0,0,40,38
42,2,9,6,7,4,4,0,0,0,40,38
26,4,9,2,3,0,4,1,0,0,45,38
30,2,7,2,2,0,4,1,0,0,40,38
26,5,9,4,10,1,4,1,0,0,40,38
35,2,10,4,11,4,4,1,0,0,50,38
74,2,14,0,11,1,4,0,0,0,10,38
28,2,13,2,11,0,4,1,0,0,45,38
22,2,13,4,3,3,4,0,0,0,35,38
30,2,10,4,2,1,4,1,0,0,44,38
42,1,13,0,13,1,4,1,0,0,33,38
30,2,9,2,3,0,4,1,0,0,40,38
57,1,9,0,0,1,4,0,0,0,16,38
38,2,14,4,0,4,4,0,0,0,40,38
37,4,5,2,13,0,4,1,0,0,70,38
35,2,13,2,11,0,4,1,0,0,45,38
30,2,13,4,2,3,4,1,0,0,10,38
37,2,9,5,9,4,4,0,0,0,38,38
37,2,13,4,9,1,4,1,10520,0,40,38
35,4,4,2,4,0,4,1,0,0,75,38
40,2,9,0,6,1,4,0,0,0,40,38
45,0,10,2,0,0,4,1,0,0,40,32
38,4,14,4,9,1,4,1,0,0,40,38
47,5,13,2,9,0,4,1,0,0,60,38
64,0,16,2,9,0,1,1,0,0,40,2
52,2,9,2,3,0,4,1,0,0,60,38
29,2,13,2,9,5,4,0,0,0,50,38
21,0,10,4,12,3,2,1,0,0,20,38
25,2,9,0,7,1,4,0,0,0,40,25
71,2,4,6,13,1,4,1,0,0,10,38
17,2,7,4,7,2,4,0,0,0,22,38
27,2,10,0,7,1,4,1,0,0,40,38
23,2,11,4,2,4,2,0,0,0,40,38
41,4,11,0,11,1,4,1,0,0,60,38
28,2,9,4,0,4,2,0,0,0,40,38
29,2,16,2,9,0,4,1,0,0,50,38
47,2,13,2,2,0,4,1,15024,0,50,38
37,2,9,4,6,3,4,1,0,0,40,38
36,2,10,0,3,1,4,1,0,0,45,38
54,5,16,4,3,1,4,0,0,0,40,38
59,4,15,2,4,0,4,1,0,0,30,38
20,5,10,4,0,3,4,0,0,0,40,38
60,4,9,2,2,0,4,1,0,0,42,38
51,2,9,2,0,2,4,0,0,0,40,38
59,4,4,2,4,0,4,1,0,0,48,38
41,2,13,2,3,5,4,0,0,0,40,38
73,3,6,6,11,4,4,0,0,0,40,1
34,2,9,0,11,1,4,1,0,1669,45,38
36,5,10,2,3,5,4,0,7298,0,39,38
43,2,13,0,11,1,4,1,0,0,40,38
37,2,6,2,4,0,4,1,0,0,35,25
49,2,13,3,7,1,1,1,0,0,40,29
36,1,13,4,9,1,4,0,0,0,35,38
43,2,9,2,2,0,4,1,0,0,42,38
47,2,6,2,6,0,4,1,0,0,40,38
49,2,9,5,0,4,4,0,0,0,40,38
60,2,10,2,2,0,4,1,0,0,40,3
45,2,11,0,0,4,4,0,0,0,55,38
18,2,7,4,7,3,4,0,0,0,16,38
43,2,9,0,7,1,2,0,0,1762,35,38
34,1,13,4,9,1,4,0,0,0,40,38
30,2,14,2,0,0,4,1,4386,0,40,38
42,0,13,0,0,3,4,1,0,0,40,38
48,3,16,2,9,0,4,1,7688,0,55,38
28,4,15,4,9,1,4,1,2176,0,40,38
50,4,9,2,4,0,4,1,0,0,50,38
22,2,9,4,2,3,4,1,0,0,50,38
41,2,11,0,9,4,4,0,0,0,43,38
27,2,13,4,11,3,4,1,0,0,2,38
19,2,9,1,0,5,4,0,0,0,25,38
23,2,9,4,2,3,0,1,0,0,40,38
38,2,9,0,0,4,4,0,0,0,48,38
33,2,9,2,6,0,4,1,0,0,48,38
31,2,11,4,0,1,4,0,0,0,40,38
40,4,13,2,2,0,4,1,0,0,30,38
50,2,16,2,9,0,4,1,0,1902,65,38
21,2,10,4,11,3,4,0,0,0,20,38
45,2,9,2,7,5,4,0,0,0,35,38
25,5,10,4,2,1,4,1,0,0,20,38
49,3,10,2,2,0,4,1,0,0,45,38
43,2,10,0,2,4,4,1,0,0,42,38
49,2,11,2,6,5,4,0,0,0,40,28
55,2,11,2,2,0,4,1,0,0,40,38
23,2,10,4,0,1,4,0,0,0,40,38
31,0,14,2,3,0,4,1,7688,0,60,38
26,2,10,4,11,1,2,0,0,0,37,38
23,2,10,4,7,3,4,0,0,0,40,5
46,2,10,2,3,0,4,1,0,0,60,38
51,5,10,2,3,0,4,1,0,0,40,38
60,2,9,2,2,0,4,1,0,0,50,38
35,1,14,4,9,1,4,1,0,0,60,38
33,2,12,0,9,4,4,0,0,0,32,38
58,1,9,2,4,0,4,1,0,0,40,38
28,4,10,2,11,3,1,1,0,0,63,34
30,2,9,2,6,0,4,1,0,0,40,38
34,2,9,4,13,1,2,1,0,0,80,38
32,2,13,4,3,1,4,0,0,0,40,38
37,2,9,2,13,0,4,1,0,0,45,38
69,4,5,2,0,0,4,1,0,0,40,38
22,2,10,4,13,3,4,1,0,0,40,38
40,2,13,2,9,0,4,1,0,0,44,38
49,2,9,2,7,0,1,1,0,0,40,2
44,2,10,2,13,0,4,1,0,0,40,38
46,2,16,0,9,4,4,0,25236,0,65,38
29,2,13,4,9,1,4,0,0,0,60,30
24,2,13,4,11,1,4,1,0,0,40,38
52,2,9,2,6,0,4,1,0,2051,38,38
61,2,10,0,0,1,4,0,0,0,40,38
32,2,13,4,0,1,4,1,0,0,55,38
22,2,10,2,12,0,4,1,0,0,40,38
45,0,9,0,12,1,4,0,4865,0,40,38
37,3,10,2,3,0,4,1,0,0,50,38
56,4,9,2,2,0,4,1,0,0,55,38
24,2,10,4,0,3,4,1,0,0,40,18
48,5,14,0,9,1,4,1,0,0,40,38
39,2,13,0,3,4,4,0,0,0,48,38
23,2,2,4,4,1,4,1,0,0,36,25
29,2,9,2,6,0,4,1,0,0,38,38
31,2,10,2,11,0,4,1,0,2051,57,38
59,2,6,0,0,1,2,0,0,0,40,38
24,2,9,4,3,3,4,1,0,0,40,38
37,2,13,2,12,0,4,1,0,0,40,38
47,0,12,2,0,0,2,1,0,0,40,38
18,2,3,4,5,3,4,1,0,0,40,38
23,2,10,4,0,3,2,1,0,0,20,38
26,2,9,2,2,0,4,1,0,0,60,38
45,2,14,4,9,1,4,0,0,0,40,38
53,0,9,2,13,0,4,1,0,1740,50,38
37,2,9,0,6,4,4,1,0,0,40,38
35,2,7,2,11,5,4,0,0,0,40,38
37,4,10,2,0,5,4,0,0,0,20,38
43,1,9,0,3,4,0,0,0,0,40,38
42,4,11,2,3,0,4,1,0,0,50,38
32,2,10,2,3,0,4,1,0,0,50,38
23,1,9,4,7,1,4,0,0,0,40,38
40,0,13,2,0,0,4,1,7298,0,48,38
42,2,4,6,2,4,4,1,0,0,40,38
31,1,16,4,9,1,4,1,0,0,50,25
52,3,13,2,3,0,4,1,0,1902,60,4
28,2,10,4,0,1,4,0,0,0,40,38
30,2,11,4,9,1,4,1,0,0,40,38
20,2,9,4,13,3,4,1,0,0,40,38
29,2,14,2,3,5,4,0,0,0,40,38
39,2,13,2,9,5,4,0,0,0,36,38
36,2,10,2,13,0,4,1,0,0,40,38
23,2,6,4,6,1,4,0,0,0,40,38
48,3,14,2,11,0,4,1,0,0,40,38
17,2,7,4,5,3,4,1,0,0,25,38
36,2,14,2,9,5,4,0,0,1977,44,38
56,0,9,2,13,0,0,1,0,0,40,38
26,2,11,4,11,1,4,1,0,0,55,38
50,5,10,3,0,4,0,0,0,0,40,38
54,2,9,2,2,0,4,1,0,0,45,38
47,2,7,0,7,4,2,0,0,0,40,38
46,2,2,4,6,3,4,1,0,0,40,32
50,2,6,2,2,0,4,1,0,0,40,38
32,2,7,2,5,0,4,1,0,0,40,3
47,4,10,2,9,0,3,1,0,0,55,38
52,2,9,0,7,1,4,1,0,0,38,38
55,2,9,4,11,1,4,1,0,0,38,38
22,4,10,4,11,3,2,1,99999,0,55,38
44,0,9,0,2,4,4,1,0,0,40,38
38,0,9,4,0,3,2,0,0,0,40,38
73,1,3,2,10,0,4,1,0,0,20,38
22,2,9,4,7,3,4,1,0,0,40,38
24,2,9,4,11,3,4,1,0,0,45,38
38,2,9,4,2,4,2,0,0,0,40,38
35,2,13,3,2,4,4,1,0,0,40,38
25,1,14,4,9,3,4,1,0,0,20,38
47,2,7,0,7,4,4,0,0,0,15,38
50,3,9,2,3,0,4,1,7298,0,40,38
57,3,9,2,9,0,2,1,0,0,60,38
28,2,9,4,6,3,4,1,0,0,45,38
36,1,11,4,9,1,4,0,0,0,40,38
46,2,13,0,0,1,4,1,0,0,40,31
33,2,8,4,10,3,2,1,0,0,40,38
50,1,10,6,9,4,4,1,0,0,40,38
38,2,11,2,5,0,4,1,0,0,50,38
61,4,13,2,13,0,4,1,0,0,60,38
25,2,8,4,5,4,4,1,0,0,43,38
34,2,9,5,0,1,4,1,0,0,40,38
64,2,9,2,7,0,4,1,0,0,20,38
33,2,9,2,11,0,4,1,0,0,60,38
36,2,13,2,3,0,4,1,0,0,40,38
37,2,9,5,12,4,4,0,0,0,40,38
20,2,10,4,7,3,4,0,0,0,35,38
41,2,13,2,2,0,4,1,7688,0,55,38
49,2,9,2,2,0,4,1,0,0,40,38
42,2,15,2,9,0,4,1,0,1902,60,38
44,2,10,0,0,1,4,0,0,0,40,38
43,2,15,2,9,0,4,1,99999,0,60,38
37,3,9,4,13,1,4,1,0,0,50,38
47,1,14,2,9,0,4,1,0,1887,50,38
27,2,16,4,9,1,4,0,0,0,70,38
40,1,11,0,3,4,4,0,0,0,40,38
33,2,10,2,7,5,4,0,0,0,26,38
53,2,10,2,2,0,4,1,0,0,40,38
51,2,10,2,5,0,4,1,0,0,40,38
34,2,9,4,2,1,4,1,0,0,40,38
37,3,9,2,11,0,4,1,7688,0,60,38
59,5,13,4,3,1,2,0,0,0,40,27
38,2,11,2,9,0,1,1,0,0,36,29
22,2,12,2,3,0,1,1,0,0,6,38
20,2,10,4,0,3,4,0,0,1719,28,38
36,2,10,2,3,0,4,1,0,0,52,38
27,2,13,4,11,1,4,0,0,0,40,38
43,2,13,2,2,0,4,1,0,0,48,38
18,2,9,4,11,3,4,0,0,0,25,38
29,2,14,4,9,1,4,0,0,0,50,38
47,4,13,2,11,0,4,1,0,0,40,38
64,2,9,2,2,0,4,1,0,0,40,38
49,2,11,2,0,0,4,1,0,0,40,38
26,2,13,4,3,1,4,1,0,0,10,38
50,3,10,2,3,0,4,1,0,0,99,38
38,2,11,4,9,1,4,0,0,0,39,38
29,2,11,4,2,2,4,1,0,0,40,38
40,0,13,2,9,0,4,1,7688,0,66,38
27,2,10,4,6,2,4,0,0,0,40,38
25,2,9,4,7,3,4,0,0,0,10,38
42,2,11,2,0,0,4,1,2407,0,40,38
36,2,13,2,9,0,4,1,0,1485,50,38
23,2,9,4,6,1,4,0,0,0,40,38
28,2,10,2,5,0,4,1,0,0,40,38
18,2,10,4,7,3,4,0,0,0,15,38
44,4,13,2,11,0,4,1,0,0,40,38
44,2,10,4,0,3,2,0,0,0,40,38
25,2,11,2,2,0,4,1,0,0,40,38
25,0,13,4,12,1,4,1,0,0,45,38
40,2,13,2,12,0,4,1,0,0,40,38
50,2,9,6,7,4,4,0,0,0,40,38
63,2,9,2,5,0,4,1,0,0,40,38
40,3,13,5,2,3,4,1,0,0,50,38
31,2,9,4,7,3,2,1,0,0,40,38
57,2,14,4,9,1,4,1,0,0,80,38
26,2,9,2,5,0,4,1,0,0,48,38
19,2,10,4,11,3,4,0,0,0,15,38
55,2,9,2,2,0,4,1,0,0,45,38
31,2,9,4,2,1,4,1,0,0,45,38
25,3,12,4,11,1,4,1,0,0,60,38
20,2,9,4,5,3,4,1,0,0,30,38
18,2,10,4,7,3,4,0,0,0,15,38
80,2,10,4,9,1,4,1,0,1816,60,38
28,2,13,2,12,0,4,1,0,0,40,38
39,5,13,0,10,1,4,1,0,0,40,25
59,2,13,2,5,0,4,1,0,0,40,21
24,2,8,2,6,0,4,1,0,0,40,38
51,2,9,2,2,0,2,1,0,0,40,38
46,2,4,3,8,4,4,0,0,1594,24,12
57,2,10,2,3,0,4,1,7688,0,45,38
34,2,9,2,2,0,4,1,0,0,55,38
61,2,4,2,13,0,4,1,0,0,40,38
50,2,11,5,9,4,4,0,0,0,40,38
28,4,13,4,11,1,4,1,0,0,50,38
38,2,13,2,9,0,4,1,0,0,40,38
25,2,7,3,5,1,4,0,0,0,40,25
24,2,9,5,6,1,4,1,0,0,40,38
47,5,16,2,9,0,4,1,15024,0,50,38
37,2,9,2,7,5,4,0,0,0,20,38
36,2,9,2,7,0,4,1,0,0,50,38
45,2,9,0,7,1,4,0,0,0,30,38
42,4,15,0,9,4,4,1,7430,0,40,38
39,2,13,2,3,0,4,1,3103,0,50,38
29,2,10,2,9,0,4,1,0,0,40,38
38,0,10,2,0,0,4,1,0,0,45,38
30,4,11,2,9,0,4,1,15024,0,65,38
35,2,13,2,3,0,4,1,0,0,45,38
35,2,9,2,2,0,4,1,7298,0,40,38
21,2,10,4,7,4,4,0,0,0,35,38
51,4,12,2,3,0,4,1,0,0,40,38
48,4,15,2,2,0,4,1,0,0,60,38
38,2,13,2,3,0,4,1,0,0,63,38
37,4,9,0,2,1,4,1,0,0,50,38
34,2,4,2,7,5,4,0,0,0,40,38
47,2,13,0,11,1,4,1,0,0,45,38
39,3,13,2,11,0,4,1,0,0,40,38
21,2,9,4,2,1,4,1,0,0,40,12
43,5,10,0,0,1,4,0,0,0,40,38
18,2,9,4,11,3,4,0,0,0,40,38
36,2,9,6,7,1,4,0,0,0,40,38
38,2,10,2,11,0,4,1,7298,0,40,38
24,2,5,4,6,1,4,1,0,1721,40,38
40,2,9,2,2,0,4,1,0,0,40,38
27,4,9,2,11,0,4,1,0,0,65,38
34,2,10,2,6,0,4,1,0,0,45,38
25,2,13,4,9,1,4,1,0,0,40,38
24,2,4,4,11,3,4,1,0,0,40,38
20,2,10,4,7,1,4,1,0,0,40,38
34,2,9,0,13,3,4,0,0,0,40,38
18,2,9,4,11,1,4,1,0,0,30,38
21,2,9,2,0,0,4,1,0,0,40,38
24,2,9,2,0,0,4,1,0,0,40,38
41,2,12,2,4,0,1,1,0,0,40,38
49,2,9,2,3,0,4,1,0,0,30,17
42,2,10,6,3,1,0,0,0,0,40,38
21,2,10,4,11,3,4,1,0,0,10,38
25,2,7,2,2,0,4,1,0,0,40,38
37,1,11,2,3,0,4,1,0,0,40,38
23,2,9,4,2,1,4,1,0,0,30,38
67,4,13,2,13,0,4,1,0,0,40,38
54,2,10,2,9,5,4,0,0,0,40,38
42,1,10,0,12,1,4,0,3325,0,40,38
31,2,13,2,9,5,4,0,0,0,35,38
55,4,6,2,11,0,4,1,0,0,35,38
47,2,9,0,8,1,4,0,0,0,4,38
41,5,10,0,0,1,4,0,0,0,40,38
46,2,10,0,11,4,4,0,0,0,40,4
41,2,14,2,3,0,4,1,0,1977,65,38
34,2,14,2,3,0,1,1,3103,0,40,18
63,2,10,2,9,0,4,1,4386,0,40,38
45,5,15,0,9,4,2,1,25236,0,36,38
31,2,6,2,6,0,4,1,0,0,40,38
34,2,12,4,0,1,1,0,8614,0,60,38
66,4,5,2,4,0,4,1,0,0,25,38
35,0,13,2,3,0,4,1,0,0,40,38
35,2,13,4,9,1,1,0,0,0,40,29
35,2,14,2,11,0,4,1,0,0,40,38
45,1,14,0,9,1,4,0,0,0,35,38
52,2,9,2,7,5,4,0,0,0,25,38
51,4,15,0,9,1,4,1,0,0,80,38
18,2,9,4,11,3,4,0,0,0,22,38
41,2,4,2,2,0,1,1,0,0,40,2
33,2,16,4,9,1,4,0,0,0,60,38
46,1,9,0,0,4,4,0,0,0,25,38
57,2,13,2,9,0,4,1,7298,0,40,38
35,2,7,2,4,0,4,1,0,0,40,38
30,2,7,2,13,0,4,1,0,0,40,38
31,2,9,4,2,3,4,1,0,0,40,38
36,2,6,0,7,1,4,0,0,0,40,38
52,2,14,2,9,0,4,1,0,0,40,38
22,2,10,4,7,1,4,0,0,0,30,38
54,3,9,0,7,1,4,1,0,0,40,1
46,5,14,4,3,1,4,0,0,0,38,38
56,2,10,2,2,0,4,1,0,0,45,38
31,2,16,2,9,0,1,1,0,0,50,36
48,2,9,0,13,1,4,1,0,0,44,38
23,2,9,4,6,1,2,1,0,0,35,38
20,2,9,4,4,3,4,1,0,0,40,38
